dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Florestas;Técnico;Recursos Naturais;Agrícola;1;19;;;45;;54
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;1;11;;;23;;24,380000000000003
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Informática;Técnico;Informação e Comunicação;Informática;10;129;228;607;584;234;730
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;1;15;;;73;;91,25
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Joalheria;Técnico;Produção Industrial;Joalheria;1;8;;;8;;10,16
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;2;9;2;;10;;10,2
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Manutenção Automotiva;Técnico;Controle e Processos Industriais;Mecânica;2;38;50;50;134;50;170,18
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Manutenção e Suporte em Informática;Técnico;Informação e Comunicação;Informática;2;48;73;73;218;73;272,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;11;202;234;775;863;237;1096,01
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;4;67;98;151;275;98;297
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Metalurgia;Técnico;Controle e Processos Industriais;Mecânica;5;133;130;208;520;152;660,4
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Mineração;Técnico;Recursos Naturais;Recursos Minerais;5;266;272;688;983;280;1179,6
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Nutrição e Dietética;Técnico;Ambiente e Saúde;Saúde;1;30;70;70;206;70;226,60000000000002
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Paisagismo;Técnico;Produção Cultural e Design;Conservação;1;30;39;40;73;40;83,94999999999999
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Química;Técnico;Produção Industrial;Química;1;71;50;481;188;54;238,76
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Reciclagem;Técnico;Ambiente e Saúde;Meio Ambiente;1;10;;;30;;33
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Redes de Computadores;Técnico;Informação e Comunicação;Informática;1;8;;;11;;13,75
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;5;176;216;439;523;225;580,5300000000001
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Serviços Públicos;Técnico;Gestão e Negócios;Gestão e Negócios;1;48;;;93;;93
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Soldagem;Técnico;Controle e Processos Industriais;Mecânica;2;8;1;;46;;58,42
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Técnico em Zootecnia;Técnico;Recursos Naturais;Pecuária;1;3;;;4;;4,8
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFMG;Instituto Federal de Minas Gerais;Zootecnia;Bacharelado;Recursos Naturais;Pecuária;1;18;55;566;163;55;179,3
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Administração;Bacharelado;Gestão e Negócios;Gestão e Negócios;5;74;185;2600;804;166;804
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Agente Cultural;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;18;;;79;;15,8
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Agronomia;Bacharelado;Recursos Naturais;Agrícola;4;13;109;1454;398;84;457,7
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;5;9;143;1082;418;152;522,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Assistente Administrativo;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;21;;;32;;6,4
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Assistente de Secretaria Escolar;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;20;;;34;;4,25
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Ciência da Computação;Bacharelado;Informação e Comunicação;Informática;1;1;39;675;145;40;159,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Ciências Biológicas;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;50;236;2846;567;235;623,7
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Cuidador de Idoso;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;3;65;32;48;103;40;20,6
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Cuidador Infantil;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;1;12;34;38;34;40;6,800000000000001
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Desenhista Mecânico;Qualificação Profissional (FIC);Controle e Processos Industriais;Mecânica;1;30;30;31;30;31;1,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Eletricista Instalador Predial de Baixa Tensão;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;1;14;53;53;53;53;13,25
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia Agrícola;Bacharelado;Recursos Naturais;Agrícola;1;9;48;555;164;41;188,6
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia Agronômica;Bacharelado;Recursos Naturais;Agrícola;1;;40;475;108;40;124,19999999999999
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia Civil;Bacharelado;Infraestrutura;Civil;3;;81;1223;122;81;139,07999999999998
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia de Alimentos;Bacharelado;Produção Alimentícia;Alimentos;1;24;37;285;181;36;191,86
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia Florestal;Bacharelado;Recursos Naturais;Agrícola;1;37;32;451;177;36;203,54999999999998
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Engenharia Química;Bacharelado;Produção Industrial;Química;1;16;40;635;196;40;223,43999999999997
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Espanhol Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;6;34;48;91;163;50;88,1875
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Espanhol Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;4;28;34;28;30;1,4000000000000001
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Especialização - Ambiente e Saúde;Especialização (Lato Sensu);Ambiente e Saúde;Ambiente e Saúde;1;;676;2551;676;748;676
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;4;227;;;342;;342
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;1;;332;3030;332;344;332
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Especialização - Informação e Comunicação;Especialização (Lato Sensu);Informação e Comunicação;Informação e Comunicação;1;;232;1697;232;241;232
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;15;108;1347;340;110;374,00000000000006
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;2;47;69;172;247;80;271,70000000000005
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Inglês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;6;125;;;496;;372
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Libras - Licenciatura;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;160;6576;160;163;160
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Manicure e Pedicure;Qualificação Profissional (FIC);Ambiente e Saúde;Estética;1;24;24;25;24;25;4,86
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;18;87;689;339;80;366,12
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Medicina Veterinária;Bacharelado;Recursos Naturais;Pecuária;1;34;51;1236;221;51;267,40999999999997
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Mestrado Profissional - Produção Alimentícia;Mestrado Profissional;Produção Alimentícia;Produção Alimentícia;1;;12;38;12;12;12
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Operador de Computador;Qualificação Profissional (FIC);Informação e Comunicação;Informática;6;98;92;93;121;94;38,037499999999994
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Pedagogia;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;273;5406;273;287;273
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Processos Gerenciais;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;;40;483;77;40;77
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Produção de Grãos;Tecnologia;Recursos Naturais;Agrícola;2;3;43;389;101;43;121,19999999999999
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Produção Sucroalcooleira;Tecnologia;Produção Industrial;Petroquímico;1;;28;209;68;36;83,64
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Programador Web;Qualificação Profissional (FIC);Informação e Comunicação;Informática;1;6;15;15;15;15;3,75
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Qualificação Profissional - Ambiente e Saúde;Qualificação Profissional (FIC);Ambiente e Saúde;Ambiente e Saúde;1;;32;40;32;32;14,64
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;8;92;157;298;185;167;26,443749999999998
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Qualificação Profissional - Informação e Comunicação;Qualificação Profissional (FIC);Informação e Comunicação;Informação e Comunicação;2;33;41;51;41;48;5,2
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Qualificação Profissional - Produção Alimentícia;Qualificação Profissional (FIC);Produção Alimentícia;Produção Alimentícia;1;4;4;4;4;4;0,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;4;39;263;189;40;207,9
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Recepcionista em Serviços de Saúde;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;1;20;;;36;;10,799999999999999
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Recreador;Qualificação Profissional (FIC);Turismo, Hospitalidade e Lazer;Lazer;1;33;36;68;36;36;7,6499999999999995
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Sistemas de Informação;Bacharelado;Informação e Comunicação;Informática;3;;115;796;249;112;301,28999999999996
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;37;1437;276;1669;3313;402;3644,3
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Agente Comunitário de Saúde;Técnico;Ambiente e Saúde;Saúde;23;851;1;;1322;;1335,22
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Agrimensura;Técnico;Infraestrutura;Geomática e Agrimensura;1;;36;75;74;36;88,8
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;1;;35;74;74;35;88,8
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Agroindústria;Técnico;Produção Alimentícia;Agroindustria;1;94;69;113;256;70;294,4
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;12;315;440;1367;1164;440;1396,8
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Alimentação Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;15;263;;;552;;607,2
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Comércio;Técnico;Gestão e Negócios;Gestão e Negócios;3;4;39;334;43;80;43,43
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Edificações;Técnico;Infraestrutura;Civil;11;122;140;482;394;140;512,2
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Eletroeletrônica;Técnico;Controle e Processos Industriais;Elétrica;10;39;88;396;200;176;254
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;2;40;73;686;224;160;284,48
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Enfermagem;Técnico;Ambiente e Saúde;Saúde;4;143;143;1070;450;148;585
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Finanças;Técnico;Gestão e Negócios;Gestão e Negócios;16;297;;;436;;436
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Gerência de Saúde;Técnico;Ambiente e Saúde;Saúde;1;1;;;1;;1
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;4;2;;;23;;24,380000000000003
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Informática;Técnico;Informação e Comunicação;Informática;26;439;379;1810;1286;381;1607,5
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;31;404;288;1001;1547;382;1933,75
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Infraestrutura Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;7;36;;;71;;74,55
2017;MG;Institutos Federais, Cefet's e Colégio Pedro II;IFNMG;Instituto Federal do Norte de Minas Gerais;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;8;127;;;203;;207,06
